ID,lexeme,parse,root,lexical category,topic,Level,English,ex sh1,ex se1,ex sh2,ex se2,ex sh3,ex se3,ex sh4,ex se4,ex sh5,ex se5,ex sh6,ex se6,ex sh7,ex se7,ex sh8,ex se8,ex sh9,ex se9,ex sh10,ex se10,ex sh11,ex es11,ex sh12,ex se12,
3607,se’wun ,√se’-wun,√se’,N,FO,C,lunch; trail food,tsum'e'tus tthu se'wuns.,He had backpacked all his food provisions. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3608,se’uq ,√se’uq,√se’uq,N,PL,B,fern root: root of bracken fern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3609,sukwuyi ,√sukwuyi,√sukwuyi,N,GAM,C,ball game (like badminton),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3610,sulq’thut ,√sulq’-that,√sulq’,V,MOT,C,swing oneself,tus tthuw'nilh sus nem' 'uw' sul'q'thut sus 'uw' hwusun'iw' 'u tthey' lelum's tthey' ts'usqun'.,When he got to the home of the golden eagle he swung himself into it. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3611,sulq’tul ,√sulq’-tal,√sulq’,V,MOT,C,swing each other around,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3612,sulx ,√sulx,√sulx,V,MOT,C,go out to cool off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3613,sulxthut ,√sulx-that,√sulx,V,MOT,C,go out to cool yourself off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3614,sal’xthut ,√sulx-that-PROG,√sulx,V,MOT,C,going out to cool yourself off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3615,saluxwul ,√sulxw-il,√sulxw,ADJ,DES,C,"drowsy (get drowsy, for ex, after eating)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3616,sal’xwul’ ,√sulxw-il-PROG,√sulxw,ADJ,DES,C,drowsy (getting drowsy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3617,sul’ut ,√sul’-t,√sul’,V,HC,C,spin wool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3618,sul’sul’tun ,√sul’-ten-RDP,√sul’,N,HC,B,spinner (spindle whorl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3619,hwsulalust ,hw-√sul’-alus-t,√sul’,V,HC,C,spin wool (spin two strands together),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3620,hwsusula’lust ,hw-√sul’-alus-t-PROG,√sul’,V,HC,C,spinning wool (be spinning two strands together),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3621,sel’ts’ ,√sul’ts’-PROG,√sul’ts’,ADJ,STP,C,"surrounding, encircling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3622,sul’ts’t ,√sul’ts’-t,√sul’ts’,V,STP,C,"surround it, encircle it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3623,sults’tum ,√sul’ts’-t-m,√sul’ts’,V,STP,C,"surround, encircle PASS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3624,sunni’ulhp ,√sunni-ulhp,√sunni,N,FO,C,gooseberry: wild gooseberries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3625,sum’sumay’u ,√sum’-ayu-RDP,√sum’,N,REP,A,bee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3626,shum’sumuy’elu ,shhw-√sum’-ayu’-elu-RDP,√sum’,N,REP,C,hive: beehive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3627,sum’shathut ,√sum’shathut,√sum’shathut,N,NAT,A,sun,i tst tl'hwum kwsus wil' thu sum'shathut.,We got warm when the sun shone. (RP MAR82),swi'wul' tthu sum'shathut.,The sun is out. (CW 91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3628,sun’tl’e’ ,√sun’tl’e’,√sun’tl’e’,N,KIN,C,"eldest brother, sister, cousin",nilh hay 'al' sun'tl'e' tthu ni-i-i' nem' xwte' 'u tthey' she'shlh.,It was the oldest that followed the trail. (CA skwathshun'),tus suw' tstl'ums 'aalh tthuw'nilh sun'tl'e'.,"When it got there, this oldest brother jumped on. (CA skwathshun')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3629,seen’tl’e’ ,√sun’tl’e’-PL,√sun’tl’e’,N,KIN,C,"elder siblings, cousins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3630,sun’tl’a’luw’tsus ,√sun’tl’e’-al-uw-tsus,√sun’tl’e’,N,BP,A,thumb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3631,sun’tl’a’luw’shun ,√sun’tl’e’-al-uw-shen,√sun’tl’e’,N,BP,A,toe: big toe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3632,suplil ,√suplil,√suplil,N,FO,A,"bread, flour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3633,shsuplil’elu ,shhw-√suplil-elu,√suplil,N,HH,C,bread container,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3634,suqeen ,√suqeen,√suqeen,N,PL,C,fern: bracken fern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3635,sus ,√sus,√sus,NA,FUN,C,and,kwunutus tthu huy'tuns tthu shuyulhs sus' 'uw' huye'…,He took his older brother’s weapon and left… (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3636,sut’q’t ,√sut’q’-t,√sut’q’,V,ACT,NA,disturb,nem' ch tuw' sut'q't tthun' shhwum'nikw.,Go disturb your uncle. (RP DEC80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3637,set’q’t ,√sut’q’-t-PROG,√sut’q’,V,ACT,NA,disturbing,uwu ch set'q'tuhw tthun' men.,Don’t disturb your father. (RP DEC80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3638,sut’sut’q’t ,√sut’q’-t-PL,√sut’q’,V,ACT,NA,disturb (repeatedly),nii ch 'i'elh sut'sut'q't kwthun' sqe'uq.,Did you go and disturb your younger brother again? (RP DEC80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3639,suwq’ ,√suwq’,√suwq’,V,ACT,NA,look for,suw'q' 'u kw qul'et.,He was looking for something else. (WS Eagle Story),suw' qwulmuts tthey' shq'a'wulhs “ he-e-ey' lhu q'u wulh nem' tst suw'q' 'u kw' s'ulhtuntst.”,"The young man says to his partner, “Well, partner, shall we go look for our food?” (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3640,sew’q’ ,√suwq’-PROG,√suwq’,V,ACT,NA,looking for,...kw'un's sew'q' 'u kw' syaays.,...when you are looking for work. (RP 14JUL75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3641,suwq’t ,√suwq’-t,√suwq’,V,ACT,NA,look for,nem' tst suw'q't kw'un'a ts'usqun'.,We will go looking for the eagle. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3642,sew’q’t ,√suwq’-t-PROG,√suwq’,V,ACT,NA,looking for,stem 'a'lu kws sew'q'tuhw.,What are you looking for? (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3643,suwq’tham’sh ,√suwq’-t-sam’sh,√suwq’,V,ACT,NA,look for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3644,suw’q’talu ,√suwq’-t-alu,√suwq’,V,ACT,NA,look for you,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3645,sew’q’tham’sh ,√suwq’-t-sam’sh-PROG,√suwq’,V,ACT,NA,looking for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3646,sew’q’ta’lu ,√suwq’-t-alu-PROG,√suwq’,V,ACT,NA,looking for you people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3647,sew’q’tal’hw ,√suwq’-t-al’hw-PROG,√suwq’,V,ACT,NA,looking for us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3648,suwq’tum ,√suwq’-t-m,√suwq’,V,ACT,NA,look for PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3649,sew’q’tum’ ,√suwq’-t-m-PROG,√suwq’,V,ACT,NA,looking for PASS,ni-i-is kw'inus lhqelts' kwsus sew'q'tum' tthuw'nilh swiw'lus…,It was not known how many months they looked for the young man… (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3650,suw’q’thelum ,√suwq’-t-selum,√suwq’,V,ACT,NA,look for me PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3651,suw’q’thaam ,√suwq’-t-samu-m,√suwq’,V,ACT,NA,look for you,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3652,sew’q’thaam’ ,√suwq’-t-samu-m-PROG,√suwq’,V,ACT,NA,looking for you PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3653,sew’q’the’lum’ ,√suwq’-t-selum-PROG,√suwq’,V,ACT,NA,looking for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3654,saw’q’thut ,√suwq’-that-PROG,√suwq’,V,ACT,NA,looking for a spouse,ii ch tuw' saw'q'thut 'u nikw.,"Are you looking for a wife, uncle? (RP 0481)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3655,hwsaw’’q’usum’ ,hw-√suwq’-as-m-PROG,√suwq’,V,ACT,NA,looking around,i yuxut'ustaam' 'u lhun' ten 'uweehw hwsaw'q'usum'uhw.,Your mother told you not to look around. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3656,suw’q’ey’lh ,√suwq’-eylh,√suwq’,V,ACT,NA,looking for little ones (one's children),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3657,suw’q’uw’t-hwum ,√suwq’-uw’t-hw-m,√suwq’,V,ACT,NA,look for a house (for yourself),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3658,sew’q’uw’t-hwum’ ,√suwq’-uw’t-hw-m-PROG,√suwq’,V,ACT,NA,looking for a house (for yourself),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3659,suwq’iws ,√suwq’-iws,√suwq’,V,ACT,NA,look for person,huye' tthuw'ne'ullh qux mustimuhw swaw'lus suw'q' suw'q'iws.,There were many young men that went to look and search for him. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3660,hwsaw’q’ust ,hw-√suw’q’-as-t-PROG,√suwq’,V,ACT,NA,"look around: moving someone's head, so he/she looks around",tuw' hwsaw'q'ust lhu tthu qeq 'un' mim'ne'.,Move your baby boy around so he can see. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3661,suxwa’ ,√suxwa’,√suxwa’,N,BP,C,urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3662,suxwa’t ,√suxwa’-t,√suxwa’,V,ACT,NA,urinate on it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3663,shsusuxwa’ ,shhw-√suxwa’-PROG,√suxwa’,N,BP,C,urethra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3664,suyum ,√suy-m,√suy,N,NAT,C,smell: strong smell,suyum tthu haqws.,Its smell is strong. (RP 6NOV82),tl'lim' suyum kwthu haqws kwthu ni' qulqul'ul sq'i'lu.,The smell of the spoiled smoked (salmon) is very strong. (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3665,suyum ,√suy-m,√suy,V,PC,C,"hurt, get pains",nem' suyum tun'a nu t'eluw'.,I have got pains in my arm. (RP 6NOV82) ,suyum tthunu sts'uqw'shen.,My nail wound (or sliver) hurts. (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3666,suyum ,√suyum,√suyum,N,TI,A,December,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3667,suyq’ ,√suyq’,√suyq’,N,NAT,C,clay,tl'xwunup tthu tumuhw suyq'.,The clay ground is hard. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3668,hwsuyq’um ,hw-√suyq’-m,√suyq’,N,PN,C,Patricia Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3669,suy’t’t ,√suy’t’-t,√suy’t’,V,ACT,NA,tickle him/her,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3670,si’sey’t’t ,√suy’t’-t-DIM-PROG,√suy’t’,V,ACT,NA,tickling him/her DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3671,siin’lhqi’ ,√siin’lhqi’ ,√siin’lhqi’ ,N,REP,B,"snake: a flying, two-headed snake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3672,siiye’tun ,√siiye’-ten ,√siiye’,N,REP,C,"spider: black widow (red-backed, hairy spider)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3673,sikw’ut ,√sikw’-t,√sikw’,V,ACT,NA,peel it (bark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3674,sil ,√sil,√sil,N,HH,C,"canvas, cloth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3675,sil ,√sil,√sil,V,CON,C,roll (v,thkw'ut tthu tushou na'ut sil tthu lhq'een's.,"Straighten out the canvas, the other end is rolling (curling). (RP APR82)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3676,siilt ,√sil-t,√sil,V,CON,C,"roll it (for ex, a ball, a log)",nem' siilt tthu wekun qwsut 'u tthu sta'luw'.,Go and roll the wagon into the river. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3677,silum ,√sil-m,√sil,V,CON,C,roll,wutth'un'ut tthu t'umol'uch suw' silums.,Pry the barrel so it will roll. (RP 80BB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3678,si’lum’ ,√sil-m-STA ,√sil,V,MOT,C,rolling,na'ut yusi'lum' tthu snuhwulhs kwthu hwunitum'.,The white man’s car is rolling. (RP APR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3679,hwsiilust ,hw-√sil-as-t,√sil,V,CON,C,"roll paper into a roll, spin wool",tuw' hwsiilust ch tthu tushou yelh un's q'p'ule'tst.,Roll the canvas up before you tie it. (RP JAN82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3680,silew’t-hw ,√sil8-ew’t-hw,√sil,N,BLD,B,tent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3681,sulunupt ,√sil-unup-t,√sil,V,CON,C,"roll the ground (for ex, level it with a roller)",nem' sulunupt tthun' 'athusmun.,Go use a roller on your front yard. (RP 0481),nem' ts'u sulanuptus kwthu le8uxunuptuns lhu thi lelum.,He is going to level the longhouse dirt floor with a roller. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3682,si’lun’uptus ,√sil-unup-t-us-PROG,√sil,V,CON,C,rolling the ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3683,si’lu ,√si’lu,√si’lu,N,KIN,A,grandparent,e'ut wulh si'lun'uptus.,He is now leveling the ground with a roller. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3684,shsi’lu ,shhw-√si’lu,√si’lu,N,KIN,C,grand-parent-in-law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3685,sul’si’lu ,√si’lu-PL,√si’lu,N,KIN,A,grandparents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3686,sisul’u ,√si’lu-DIM,√si’lu,N,KIN,C,grandmother DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3687,tssisul’u ,ts-√si’lu-DIM,√si’lu,N,KIN,C,grandparent: have a grandparent DIM,tssisul'u tthuw'nilh t'ut'um' 'u thu sisul'us,Wren had a grandmother. (RP 12Aug75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3688,sine’uts ,√sine’uts,√sine’uts,N,SEA,C,"salmon: tyee, spring salmon after going upriver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3689,sis ,√sis,√sis,NA,FUN,C,and,"suw' xut'us thuw'nilh “ ni' p'e' kwulushtus kwthu 'eshw sis 'uw' p'ukw kwthu 'eshw ni' 'u kwthu tsuw'tsuw'.""","And she said, “He killed/shot the seal, and it floated up above the water way far away.” (WS Seal Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3690,situn ,√situn,√situn,N,HC,A,basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3691,tssitun ,ts-√situn,√situn,N,HC,C,basket: make a basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3692,si’stun’ ,√situn-DIM,√situn,N,HC,C,basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3693,se’lutun ,√situn-PL,√situn,N,HC,C,baskets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3694,tssusi’sutun’ ,ts-√situn-DIM-PROG,√situn,N,HC,C,basket: making a basket DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3695,tssisutun’ ,ts-√situn-PROG,√situn,N,HC,C,basket: making a basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3696,siwul ,√siwul ,√siwul ,V,COM,C,notice (someone's presence),sus wa' 'uw' siwul tthuw'ne'ullh sus 'uw'wulh qwusqwusthut.,"They must have heard a noise, and they went into the water. (WS Seal Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3697,sixwum ,√sixw-m,√sixw,V,ACT,NA,wade out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3698,sisuxwum’ ,√sixw-m-PROG,√sixw,V,ACT,NA,wading out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3699,siyeeye’ ,√siyyeeye’,√siyyeeye’,N,PE,C,little people (they sometimes cause trees to fall near you),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3700,si’ts ,√si’ts,√si’ts,ADJ,DES,C,longest (of boards),ni' hwi' si'ts tthu luplash ni' tth'isutus 'u tthu lhq'ul'asth.,The board he nailed on is longer than the one across from it. (RP APR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3701,si’ts ,√si’ts,√si’ts,ADJ,NUM,C,"more (money, material objects)",ni' hwusi'ts lhu sq'pels kwthu s'amuna' mustimuhw.,The greatest collection was from the Somenoes people. (RP APR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3702,si’em ,√si’em’,√si’em’,NA,NA,A,madam/sir; wealthy; posh,a-a-a si'em' 'a-a-a.,"Ah, sir, ah. (WS Eagle Story)",o-o-o si'em' stl'i'tl'qulh.,"Oh, dear child. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3703,si’em’ ,√si’em’,√si’em’,ADJ,DES,A,"respected, well-thought of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3704,hwusi’em’ ,hwu-,√si’em’,ADJ,DES,C,i'em'] respected: become important,hwusi'em' mustimuhw.,He became an important person. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3705,shsi’em’ ,shhw-√si’em’,√si’em’,N,PE,B,boss,t'xum ts'u 'i' m'i kwahwuw't-hwels kwthu shsi'em'tst.,Our boss will come knocking at six in the morning. (RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3706,si’am’thut ,√si’em’-that,√si’em’,ADJ,DES,C,"up-and-coming, getting rich",xut'ustum' si'am'thut mustimuhw.,This is called an up-and-coming person. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
